ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached_on_Time_Y_N
628,B,Ship,4,2,190,5,high,F,38,3022,1
629,C,Ship,6,1,104,4,medium,F,23,1442,1
630,F,Ship,4,5,245,2,low,F,19,2616,1
631,D,Ship,3,1,155,3,medium,F,27,1022,1
632,F,Ship,3,2,233,3,low,M,63,2143,1
633,A,Ship,4,3,171,4,low,F,55,1539,1
634,B,Ship,2,3,164,2,low,M,56,1491,1
636,F,Ship,5,3,266,2,low,F,61,2118,1
637,D,Ship,3,4,192,2,low,F,56,3765,1
638,F,Ship,3,3,229,6,medium,F,61,2298,1
639,A,Ship,6,2,269,4,medium,M,38,3171,1
640,B,Ship,3,4,247,4,low,M,59,2939,1
642,F,Ship,3,2,148,3,medium,F,64,1280,1
643,D,Ship,4,1,240,2,low,M,14,2437,1
644,F,Ship,4,3,197,4,medium,M,58,3617,1
645,A,Ship,6,4,121,5,low,M,23,1734,1
646,B,Ship,4,2,124,3,high,M,60,1107,1
647,C,Ship,4,2,153,3,medium,F,53,1185,1
650,F,Ship,5,4,162,2,low,F,54,1635,1
652,B,Ship,3,2,231,4,medium,M,48,3370,1
654,F,Ship,3,1,157,2,high,M,19,1898,1
656,F,Ship,2,3,264,2,low,F,63,2896,1
657,A,Ship,3,1,111,4,low,M,61,1844,1
659,C,Road,4,4,169,3,low,M,23,1058,1
663,A,Road,4,4,218,5,medium,F,36,2995,1
664,B,Road,3,2,178,2,medium,F,22,1247,1
665,C,Road,4,5,197,3,low,F,34,3784,1
666,F,Road,3,3,243,2,medium,M,17,3230,1
667,D,Road,5,2,254,4,high,M,37,2608,1
668,F,Road,3,1,237,4,low,M,33,2782,1
669,A,Road,5,1,179,3,low,F,62,1945,1
670,B,Road,3,2,189,3,medium,M,38,2108,1
672,F,Road,3,3,266,2,medium,M,46,3594,1
674,F,Road,3,2,247,2,medium,M,39,3189,1
677,C,Road,4,5,189,2,low,F,15,2457,1
678,F,Road,6,4,160,2,low,F,31,1689,1
679,D,Road,3,3,117,3,medium,M,56,1618,1
680,F,Road,3,1,202,2,high,M,52,2312,1
681,A,Flight,4,3,201,3,medium,F,54,2487,1
682,B,Flight,3,4,273,2,medium,F,39,2651,1
683,C,Flight,4,4,143,2,medium,M,58,1038,1
684,F,Flight,4,5,137,4,high,M,29,1262,1
685,D,Flight,5,5,236,3,high,M,34,3455,1
686,F,Flight,4,2,241,2,low,M,17,3844,1
688,B,Flight,4,5,273,2,high,M,63,3516,1
689,C,Flight,5,2,170,3,low,M,15,1314,1
690,F,Flight,3,5,138,3,low,F,37,1266,1
691,D,Flight,5,4,150,2,low,M,60,1034,1
692,F,Flight,5,5,140,3,high,F,42,1384,1
693,A,Flight,4,1,250,2,low,M,17,3544,1
694,B,Flight,3,3,207,7,medium,M,19,2182,1
695,C,Flight,4,4,214,3,low,M,36,2684,1
696,F,Flight,4,1,179,3,low,M,63,1215,1
697,D,Flight,5,1,149,4,medium,F,20,1110,1
698,F,Flight,3,5,151,2,low,F,16,1422,1
699,A,Flight,4,3,264,3,medium,M,23,2376,1
700,B,Flight,6,5,113,3,high,M,31,1037,1
701,C,Flight,6,1,281,3,medium,F,36,2536,1
702,F,Flight,4,2,197,7,medium,M,43,3730,1
703,D,Ship,3,4,265,8,low,F,35,3299,1
704,F,Ship,4,2,259,3,low,F,47,3764,1
705,A,Ship,5,1,200,8,low,F,18,3806,1
706,B,Ship,2,4,111,2,high,M,60,1787,1
707,C,Ship,3,5,223,3,medium,M,53,3670,1
709,D,Ship,4,1,139,3,low,F,25,1152,1
710,F,Ship,7,1,192,3,low,M,38,1372,1
711,A,Ship,3,4,117,3,medium,M,23,1527,1
712,B,Ship,3,1,202,2,high,F,21,3120,1
713,C,Ship,4,2,201,3,medium,F,39,2066,1
714,F,Ship,3,3,273,2,medium,F,16,2466,1
715,D,Ship,4,3,143,2,medium,F,64,1910,1
716,F,Ship,4,1,137,4,high,M,15,1391,1
717,A,Ship,5,3,236,3,high,F,47,3519,1
718,B,Ship,4,1,241,2,low,F,39,2935,1
719,C,Ship,4,5,187,2,low,M,44,3218,1
720,F,Ship,4,3,273,2,high,M,43,3462,1
722,F,Ship,3,4,138,3,low,F,54,1648,1
724,B,Ship,5,4,140,3,high,F,56,1332,1
725,C,Ship,4,3,250,2,low,F,46,2878,1
726,F,Ship,3,4,207,7,medium,F,46,2670,1
727,D,Ship,4,2,214,3,low,F,18,2574,1
728,F,Ship,4,3,179,3,low,M,45,1903,1
729,A,Ship,5,2,149,4,medium,M,48,1068,1
731,C,Ship,4,5,264,3,medium,M,16,2245,1
732,F,Ship,6,5,113,3,high,F,35,1402,1
734,F,Ship,4,4,197,7,medium,F,22,2065,1
736,B,Ship,4,1,259,3,low,M,39,2427,1
740,F,Ship,3,2,241,3,low,M,22,3030,1
741,A,Ship,4,5,139,3,low,F,65,1277,1
742,B,Ship,7,4,192,3,low,F,33,1694,1
743,C,Ship,3,5,180,4,medium,F,59,1481,1
744,F,Ship,3,3,153,5,low,M,35,1089,1
745,D,Ship,2,4,280,4,low,M,48,1463,1
746,F,Ship,7,5,243,5,medium,M,28,1100,1
747,A,Ship,3,4,214,2,low,M,50,3881,1
749,C,Ship,3,2,182,3,medium,F,39,3828,1
750,F,Ship,4,5,185,3,medium,M,17,2824,1
751,D,Ship,3,3,143,3,medium,M,23,1281,1
753,A,Ship,3,1,171,2,low,M,34,1999,1
754,B,Ship,5,1,227,3,low,F,14,2589,1
755,C,Ship,3,5,205,6,low,F,25,2232,1
756,F,Ship,3,5,258,3,low,M,17,3033,1
759,A,Ship,2,5,192,6,low,F,41,2673,1
760,B,Ship,3,3,202,3,medium,F,35,3986,1
762,F,Ship,3,4,218,3,low,M,22,3818,1
763,D,Ship,6,5,176,4,medium,M,31,1262,1
764,F,Ship,3,3,221,2,medium,F,26,3120,1
765,A,Ship,3,4,157,3,low,F,32,1370,1
768,F,Ship,4,1,263,5,low,F,62,2292,1
771,A,Ship,3,4,179,4,low,F,44,1004,1
772,B,Ship,4,3,179,3,medium,M,40,1584,1
773,C,Ship,3,5,193,3,low,F,47,3523,1
774,F,Ship,3,2,137,3,medium,F,23,1246,1
775,D,Ship,3,5,110,3,low,M,55,1875,1
776,F,Ship,3,1,270,3,medium,F,61,3582,1
777,A,Ship,5,1,175,3,medium,F,64,1110,1
779,C,Ship,2,4,177,3,medium,M,48,1113,1
780,F,Ship,3,4,153,2,low,F,24,1442,1
781,D,Ship,4,5,252,3,low,M,16,2332,1
782,F,Ship,2,4,122,2,low,F,32,1213,1
783,A,Ship,4,5,215,2,medium,F,34,2258,1
784,B,Ship,3,3,140,4,low,F,47,1207,1
785,C,Ship,3,1,209,2,low,M,43,2237,1
786,F,Ship,2,3,144,3,high,M,40,1500,1
787,D,Ship,4,2,210,3,low,M,16,2046,1
788,F,Ship,5,1,160,3,medium,F,22,1693,1
789,A,Ship,5,4,134,2,low,F,20,1549,1
790,B,Ship,3,2,138,3,medium,F,34,1159,1
791,C,Ship,4,3,200,2,medium,M,65,3485,1
792,F,Ship,5,4,133,2,medium,M,30,1161,1
793,D,Ship,2,4,121,5,low,M,32,1788,1
795,A,Ship,4,5,255,4,low,M,14,3099,1
796,B,Road,4,1,158,3,low,F,32,1061,1
797,C,Road,4,4,248,4,low,F,49,2322,1
798,F,Road,2,3,194,4,medium,M,65,3795,1
799,D,Road,4,3,184,3,medium,F,19,2774,1
800,F,Road,5,5,249,4,medium,F,38,2797,1
801,A,Road,5,5,170,2,medium,F,36,1278,1
803,C,Road,3,2,262,2,low,F,26,2370,1
805,D,Road,3,4,130,2,medium,F,42,1213,1
806,F,Road,4,1,133,3,low,M,57,1379,1
807,A,Road,3,1,145,4,low,F,58,1751,1
808,B,Road,2,4,136,6,low,F,53,1213,1
809,C,Road,4,5,163,5,low,M,24,1658,1
810,F,Road,3,3,183,3,low,F,45,2181,1
812,F,Road,4,1,182,3,medium,M,28,2005,1
813,A,Road,4,5,191,3,low,F,19,2392,1
815,C,Road,4,4,161,3,high,F,59,1165,1
816,F,Road,4,2,200,4,low,M,43,2747,1
817,D,Road,4,1,176,3,medium,F,36,1891,1
818,F,Flight,5,2,247,3,low,M,32,3645,1
819,A,Flight,3,4,262,2,low,M,15,3287,1
820,B,Flight,4,5,154,2,low,F,49,1532,1
822,F,Flight,2,1,98,3,low,F,29,1806,1
823,D,Flight,3,3,268,3,low,F,33,3872,1
824,F,Flight,5,3,178,2,medium,F,60,1830,1
825,A,Flight,3,1,142,2,high,M,18,1428,1
826,B,Flight,4,5,160,3,low,M,33,1837,1
827,C,Flight,5,2,232,2,medium,M,24,2174,1
828,F,Flight,4,2,209,2,low,F,23,2533,1
829,D,Flight,4,2,230,3,medium,M,33,3602,1
830,F,Flight,5,4,223,3,low,F,40,2074,1
832,B,Flight,3,5,224,3,medium,F,20,2937,1
834,F,Flight,3,4,145,6,medium,M,57,1949,1
835,D,Flight,5,4,271,3,medium,F,16,2563,1
836,F,Flight,3,5,218,4,medium,M,60,3048,1
837,A,Flight,3,4,229,2,low,M,51,2628,1
838,B,Flight,5,2,278,2,low,F,17,2493,1
839,C,Flight,2,4,168,3,low,F,15,1886,1
842,F,Ship,3,2,140,2,low,F,16,1685,1
843,A,Ship,4,2,141,3,low,M,34,1619,1
844,B,Ship,5,4,182,5,medium,F,23,3398,1
845,C,Ship,4,2,139,5,low,F,52,1977,1
846,F,Ship,5,2,145,5,medium,F,22,1818,1
848,F,Ship,3,4,267,3,medium,F,62,3589,1
849,A,Ship,3,1,191,3,high,F,60,2069,1
850,B,Ship,4,2,133,4,medium,F,52,1401,1
852,F,Ship,4,5,170,2,low,F,57,1533,1
853,D,Ship,3,2,149,4,medium,F,21,1636,1
856,B,Ship,3,2,139,2,low,M,63,1767,1
857,C,Ship,3,4,265,2,high,F,64,2493,1
858,F,Ship,5,2,239,5,medium,M,24,2472,1
860,F,Ship,4,1,265,4,low,F,30,3896,1
861,A,Ship,5,3,144,6,medium,F,35,1009,1
862,B,Ship,3,2,148,2,low,F,58,1537,1
863,C,Ship,5,4,269,2,medium,M,38,2770,1
864,F,Ship,2,3,188,3,medium,F,51,3191,1
866,F,Ship,6,1,168,5,high,F,65,1601,1
867,A,Ship,4,1,199,2,low,F,46,3371,1
870,F,Ship,3,1,196,3,low,F,64,2911,1
871,D,Ship,4,5,147,3,medium,F,46,1469,1
872,F,Ship,4,2,208,3,high,M,17,2777,1
873,A,Ship,3,1,178,5,low,F,15,1242,1
874,B,Ship,4,4,197,3,medium,M,20,3080,1
875,C,Ship,2,4,206,2,low,F,30,3955,1
876,F,Ship,4,1,222,3,medium,M,45,3158,1
877,D,Ship,3,3,247,2,medium,M,55,3461,1
878,F,Ship,4,1,222,3,medium,M,25,2582,1
879,A,Ship,6,1,205,5,low,M,14,3213,1
881,C,Ship,2,4,194,6,medium,F,39,3770,1
882,F,Ship,4,5,190,2,low,M,36,3548,1
883,D,Ship,3,4,169,2,low,M,17,1242,1
886,B,Ship,3,2,252,4,low,M,29,2353,1
887,C,Ship,4,2,271,3,low,F,19,2693,1
888,F,Ship,5,3,150,3,medium,M,21,1187,1
890,F,Ship,5,3,198,4,high,M,65,3407,1
891,A,Ship,3,4,266,2,high,F,33,3798,1
894,F,Ship,3,2,232,2,low,F,39,2139,1
895,D,Ship,3,5,198,2,medium,F,62,3015,1
896,F,Ship,4,3,170,3,low,F,21,1588,1
897,A,Ship,4,2,162,2,low,M,16,1014,1
898,B,Ship,3,4,135,3,low,M,22,1378,1
899,C,Ship,3,5,242,3,medium,M,19,3753,1
900,F,Ship,4,3,206,3,medium,F,20,2247,1
901,D,Ship,5,5,253,6,medium,M,59,2627,1
902,F,Ship,5,3,208,3,medium,M,35,3884,1
903,A,Ship,3,3,250,3,low,F,33,3463,1
905,C,Ship,5,5,236,3,medium,F,62,3365,1
907,D,Ship,2,5,113,5,low,M,43,1638,1
908,F,Ship,5,1,165,2,high,M,54,1190,1
909,A,Ship,4,1,235,4,low,M,22,2066,1
910,B,Ship,4,5,186,10,low,F,42,3521,1
911,C,Ship,4,2,274,10,medium,F,29,2949,1
912,F,Ship,2,5,163,3,medium,F,37,1079,1
914,F,Ship,4,4,264,2,low,M,35,2336,1
915,A,Ship,3,1,255,2,medium,M,42,3459,1
917,C,Ship,5,5,261,8,medium,M,39,2103,1
920,F,Ship,3,2,160,10,medium,M,25,1548,1
921,A,Ship,3,2,214,2,low,M,26,3503,1
922,B,Ship,4,4,209,8,medium,F,46,3345,1
924,F,Ship,3,3,265,4,low,M,47,2557,1
925,D,Ship,4,1,161,2,high,F,41,1992,1
926,F,Ship,5,3,217,3,high,F,61,3067,1
927,A,Ship,3,1,210,2,low,F,52,2444,1
928,B,Ship,3,3,179,2,low,F,60,1808,1
929,C,Ship,3,2,180,4,medium,M,55,1165,1
932,F,Ship,3,2,135,3,low,M,27,1898,1
934,B,Road,4,4,206,3,medium,F,33,2804,1
937,D,Road,3,2,250,3,low,F,49,3798,1
938,F,Road,4,5,143,2,medium,F,20,1360,1
940,B,Road,4,1,147,3,low,F,15,1956,1
942,F,Road,5,4,165,2,high,M,46,1482,1
943,D,Road,4,4,235,4,low,M,50,2020,1
944,F,Road,4,2,186,10,low,M,45,3722,1
946,B,Road,2,2,163,3,medium,M,35,1547,1
947,C,Road,4,2,161,3,low,F,22,1819,1
950,F,Road,4,1,258,3,medium,M,53,2428,1
952,B,Road,5,4,188,7,medium,F,48,2466,1
954,F,Road,3,1,160,10,medium,F,29,1952,1
955,D,Flight,3,1,214,2,low,F,50,2720,1
956,F,Flight,4,5,209,8,medium,F,59,2948,1
957,A,Flight,4,1,208,7,high,F,65,2674,1
958,B,Flight,3,1,265,4,low,M,50,2249,1
959,C,Flight,4,1,161,2,high,F,21,1075,1
960,F,Flight,5,2,217,3,high,M,21,2600,1
961,D,Flight,3,4,210,2,low,F,35,2741,1
962,F,Flight,3,3,179,2,low,F,62,1765,1
963,A,Flight,3,2,180,4,medium,M,52,1329,1
964,B,Flight,4,5,158,5,medium,F,55,1936,1
965,C,Flight,6,1,291,5,medium,F,53,1682,1
966,F,Flight,5,2,231,2,medium,F,55,3894,1
967,D,Flight,4,5,163,4,low,F,49,1470,1
968,F,Flight,5,3,146,3,low,M,41,1204,1
969,A,Flight,2,5,272,2,low,M,24,3638,1
970,B,Flight,2,1,121,2,medium,F,18,1839,1
971,C,Flight,6,2,118,2,low,M,40,1014,1
972,F,Flight,3,5,173,2,low,M,14,1638,1
973,D,Flight,4,5,243,2,low,M,23,2686,1
974,F,Flight,5,4,229,3,medium,M,29,2505,1
976,B,Flight,5,5,249,3,medium,M,55,3558,1
977,C,Ship,3,2,165,2,low,F,24,1966,1
978,F,Ship,4,5,223,3,medium,F,63,2427,1
979,D,Ship,3,3,267,2,low,F,52,2949,1
980,F,Ship,4,4,140,2,low,F,47,1831,1
981,A,Ship,4,4,209,3,low,F,44,2075,1
983,C,Ship,3,2,175,4,medium,F,17,1276,1
985,D,Ship,3,3,167,3,medium,F,24,1111,1
986,F,Ship,6,1,172,6,high,F,50,1052,1
987,A,Ship,5,4,257,2,low,M,55,2257,1
988,B,Ship,3,3,202,2,medium,M,39,3857,1
989,C,Ship,3,1,223,3,medium,F,31,3942,1
990,F,Ship,3,2,182,2,low,F,40,2592,1
991,D,Ship,3,2,234,3,medium,M,33,2789,1
992,F,Ship,3,5,140,3,low,F,30,1035,1
995,C,Ship,5,1,259,3,high,F,37,3023,1
996,F,Ship,4,2,141,2,medium,M,52,1012,1
998,F,Ship,3,5,164,3,medium,F,43,1423,1
999,A,Ship,3,3,141,2,medium,F,48,1758,1
1000,B,Ship,3,3,271,2,medium,M,15,3542,1
1001,C,Ship,4,3,191,4,low,F,15,2544,1
1002,F,Ship,3,1,181,3,medium,M,22,3266,1
1005,A,Ship,3,2,146,6,medium,F,62,1162,1
1006,B,Ship,5,1,271,2,high,M,46,2744,1
1007,C,Ship,3,1,185,2,medium,F,42,2803,1
1009,D,Ship,4,1,265,2,medium,M,18,3327,1
1011,A,Ship,2,5,228,2,low,F,49,3024,1
1012,B,Ship,4,5,262,4,low,M,16,2871,1
1013,C,Ship,3,3,205,2,medium,F,54,2427,1
1014,F,Ship,4,1,178,2,high,M,39,1362,1
1015,D,Ship,2,2,153,2,low,M,46,1130,1
1016,F,Ship,3,4,186,2,low,M,63,3447,1
1017,A,Ship,4,1,167,3,high,F,22,1403,1
1018,B,Ship,3,3,148,2,low,M,42,1950,1
1020,F,Ship,3,2,261,5,medium,M,45,2488,1
1021,D,Ship,3,4,166,3,medium,M,43,1095,1
1022,F,Ship,3,1,226,2,low,M,18,2319,1
1023,A,Ship,3,4,260,3,low,F,21,2003,1
1024,B,Ship,5,1,246,3,medium,F,44,3993,1
1025,C,Ship,3,2,221,3,low,F,21,3686,1
1026,F,Ship,5,4,191,4,medium,M,63,2039,1
1028,F,Ship,3,1,146,3,medium,M,16,1714,1
1031,C,Ship,4,1,239,2,high,M,16,2504,1
1032,F,Ship,6,2,103,4,medium,M,37,1093,1
1033,D,Ship,5,4,254,5,low,F,36,2039,1
1035,A,Ship,3,3,208,3,medium,M,61,3783,1
1036,B,Ship,3,5,253,2,medium,M,17,2205,1
1037,C,Ship,4,3,261,2,high,M,47,2336,1
1038,F,Ship,3,1,156,3,medium,M,49,1253,1
1039,D,Ship,4,3,97,2,low,M,26,1598,1
1040,F,Ship,2,5,275,2,low,M,41,2546,1
1041,A,Ship,2,1,189,2,high,M,48,2429,1
1042,B,Ship,3,1,236,3,medium,M,28,3290,1
1043,C,Ship,5,1,170,3,medium,F,60,1883,1
1044,F,Ship,4,2,251,2,low,M,53,2673,1
1045,D,Ship,3,3,205,2,medium,F,58,2187,1
1046,F,Ship,4,5,135,3,medium,F,53,1744,1
1047,A,Ship,3,3,231,2,medium,F,24,2177,1
1048,B,Ship,3,4,257,3,medium,M,56,2941,1
1049,C,Ship,5,2,162,3,high,M,57,1233,1
1050,F,Ship,6,5,237,5,high,F,63,2573,1
1051,D,Ship,3,4,134,4,medium,M,53,1887,1
1052,F,Ship,2,1,163,3,medium,F,24,1119,1
1053,A,Ship,5,5,264,3,medium,F,27,2019,1
1054,B,Ship,5,2,173,4,low,M,21,1674,1
1055,C,Ship,2,4,191,3,low,F,58,2586,1
1057,D,Ship,3,4,272,4,low,F,23,2048,1
1058,F,Ship,4,2,198,2,low,M,60,3368,1
1059,A,Ship,4,3,260,4,medium,M,40,3668,1
1060,B,Ship,4,3,158,6,medium,M,43,1478,1
1061,C,Ship,5,3,252,4,medium,M,63,3729,1
1062,F,Ship,4,2,199,3,low,M,64,2470,1
1063,D,Ship,4,2,272,4,low,M,62,2307,1
1064,F,Ship,3,4,209,3,low,M,37,2215,1
1066,B,Ship,4,2,166,4,low,F,63,1759,1
1067,C,Ship,3,4,165,2,low,M,48,1706,1
1068,F,Ship,4,5,162,2,medium,F,57,1715,1
1069,D,Ship,3,3,255,3,medium,M,23,3764,1
1070,F,Road,5,5,179,5,low,M,38,1437,1
1071,A,Road,3,4,250,2,high,M,61,3207,1
1072,B,Road,3,5,251,2,low,F,28,3936,1
1074,F,Road,3,1,148,2,medium,M,34,1053,1
1076,F,Road,5,2,239,3,low,F,47,3673,1
1078,B,Road,4,3,252,2,medium,F,51,2658,1
1079,C,Road,3,5,272,3,medium,M,48,3780,1
1080,F,Road,2,4,141,3,medium,F,27,1628,1
1081,D,Road,3,1,224,3,low,F,45,3624,1
1082,F,Road,6,3,270,3,low,F,56,3251,1
1084,B,Road,3,1,227,3,medium,F,47,3512,1
1086,F,Road,3,1,228,2,low,M,45,2257,1
1087,D,Road,4,2,176,3,low,M,23,1909,1
1088,F,Road,4,2,147,3,medium,M,44,1873,1
1089,A,Road,5,2,196,3,medium,M,44,2085,1
1090,B,Road,3,1,112,5,medium,F,41,1249,1
1091,C,Road,4,2,221,2,medium,M,54,3065,1
1092,F,Flight,3,5,154,3,medium,M,46,1312,1
1093,D,Flight,4,4,200,3,low,M,19,2976,1
1094,F,Flight,2,5,216,2,medium,F,57,3807,1
1096,B,Flight,4,2,199,3,low,M,23,2994,1
1098,F,Flight,3,2,263,3,low,F,57,2113,1
1099,D,Flight,4,2,181,2,low,F,28,2815,1
1101,A,Flight,5,2,260,2,medium,M,23,3962,1
1102,B,Flight,6,2,159,5,medium,F,22,1247,1
1103,C,Flight,4,1,227,3,medium,M,54,3043,1
1104,F,Flight,3,3,104,5,medium,F,41,1936,1
1105,D,Flight,3,4,188,4,low,F,49,3067,1
1106,F,Flight,5,3,202,3,high,M,41,3536,1
1107,A,Flight,3,3,213,6,low,F,17,2424,1
1108,B,Flight,3,1,211,2,low,F,45,3332,1
1109,C,Flight,4,4,232,3,medium,F,61,2484,1
1110,F,Flight,4,3,143,2,high,M,39,1727,1
1111,D,Flight,5,1,196,3,medium,M,24,2957,1
1112,F,Flight,4,1,150,6,medium,F,42,1070,1
1113,A,Flight,5,1,222,3,high,M,21,2351,1
1115,C,Ship,5,2,178,3,medium,M,60,1176,1
1116,F,Ship,4,2,272,2,low,M,21,3271,1
1117,D,Ship,4,2,182,3,low,M,58,3943,1
1120,B,Ship,4,1,172,2,low,M,48,1993,1
1121,C,Ship,3,2,210,2,medium,M,30,3928,1
1123,D,Ship,4,1,181,4,low,F,46,2399,1
1124,F,Ship,3,5,240,3,medium,F,54,2919,1
1125,A,Ship,4,4,140,4,medium,F,46,1442,1
1126,B,Ship,6,4,283,5,medium,F,35,2686,1
1127,C,Ship,4,3,263,4,medium,M,23,2960,1
1128,F,Ship,4,4,136,3,high,F,35,1234,1
1129,D,Ship,4,4,145,4,low,F,35,1210,1
1130,F,Ship,3,3,162,2,low,F,42,1763,1
1131,A,Ship,5,1,230,6,low,F,60,2067,1
1132,B,Ship,3,3,148,5,medium,M,61,1452,1
1133,C,Ship,3,3,175,3,high,F,45,1212,1
1134,F,Ship,4,2,227,2,high,M,35,3583,1
1136,F,Ship,6,1,257,3,medium,M,60,3416,1
1137,A,Ship,5,5,198,5,medium,M,36,2803,1
1138,B,Ship,3,5,251,3,medium,M,59,3651,1
1139,C,Ship,5,5,158,3,medium,F,47,1246,1
1140,F,Ship,4,5,171,6,medium,F,27,1840,1
1142,F,Ship,3,4,263,3,low,M,42,2992,1
1143,A,Ship,6,3,269,2,high,M,43,2300,1
1144,B,Ship,3,3,224,2,low,F,37,3220,1
1145,C,Ship,4,1,118,5,low,M,50,1413,1
1146,F,Ship,5,1,186,10,low,M,64,2529,1
1147,D,Ship,5,5,191,2,high,M,34,2708,1
1148,F,Ship,5,5,174,6,medium,F,26,1184,1
1149,A,Ship,3,1,140,2,medium,F,55,1339,1
1150,B,Ship,4,2,193,2,high,F,48,2371,1
1152,F,Ship,2,2,176,5,low,F,55,1211,1
1153,D,Ship,4,1,135,10,medium,M,35,1989,1
1154,F,Ship,6,5,154,10,medium,F,48,1990,1
1155,A,Ship,4,5,143,8,low,M,44,1756,1
1157,C,Ship,4,5,262,3,medium,F,38,3139,1
1158,F,Ship,4,1,171,3,low,F,58,1516,1
1159,D,Ship,4,3,246,2,low,M,55,2387,1
1160,F,Ship,3,4,266,2,high,F,55,2779,1
1161,A,Ship,4,5,127,8,low,M,39,1411,1
1162,B,Ship,5,2,167,8,low,M,28,1921,1
1163,C,Ship,4,2,187,4,medium,M,37,2200,1
1164,F,Ship,3,2,162,2,low,F,54,1614,1
1166,F,Ship,3,4,148,5,medium,F,50,1540,1
1167,A,Ship,3,3,175,3,high,F,55,1229,1
1168,B,Ship,4,1,227,2,high,M,60,3080,1
1169,C,Ship,4,3,177,4,low,M,38,1767,1
1170,F,Ship,6,1,257,3,medium,M,37,2239,1
1171,D,Ship,5,1,198,5,medium,F,49,3187,1
1172,F,Ship,3,1,251,3,medium,F,18,2240,1
1173,A,Ship,5,2,158,3,medium,M,16,1499,1
1175,C,Ship,4,3,260,2,low,M,38,2526,1
1176,F,Ship,3,1,263,3,low,M,25,3689,1
1177,D,Ship,6,4,269,2,high,M,47,4000,1
1178,F,Ship,3,2,224,2,low,F,49,3749,1
1179,A,Ship,4,3,118,5,low,F,15,1601,1
1180,B,Ship,5,4,186,10,low,F,24,3621,1
1182,F,Ship,5,1,174,6,medium,M,44,1635,1
1183,D,Ship,3,3,140,2,medium,M,55,1847,1
1184,F,Ship,4,1,193,2,high,M,37,3510,1
1185,A,Ship,3,5,148,10,high,F,35,1597,1
1186,B,Ship,2,3,176,5,low,M,29,1254,1
1187,C,Ship,4,4,135,10,medium,F,57,1361,1
1188,F,Ship,6,5,154,10,medium,F,14,1204,1
1189,D,Ship,4,5,143,8,low,M,38,1095,1
1190,F,Ship,4,2,173,2,low,F,30,1336,1
1191,A,Ship,4,3,262,3,medium,M,46,2904,1
1192,B,Ship,4,5,171,3,low,F,21,1683,1
1194,F,Ship,3,4,266,2,high,M,49,2643,1
1196,F,Ship,5,5,167,8,low,M,44,1547,1
1197,A,Ship,4,2,187,4,medium,M,49,3225,1
1198,B,Ship,6,2,294,4,low,M,35,1625,1
1200,F,Ship,6,5,135,5,low,M,55,1078,1
1201,D,Ship,4,2,238,3,low,F,28,1915,1
1202,F,Ship,6,1,213,3,low,M,63,1548,1
1203,A,Ship,4,4,237,2,medium,M,21,1495,1
1204,B,Ship,4,1,257,3,low,M,47,1308,1
1205,C,Ship,5,2,198,5,low,M,65,1994,1
1206,F,Ship,3,3,218,3,medium,M,48,3425,1
1207,D,Road,4,4,236,4,low,M,65,2280,1
1208,F,Road,3,1,100,3,low,F,17,1129,1
1209,A,Road,3,1,154,2,low,F,44,1994,1
1210,B,Road,5,1,238,3,low,M,32,3832,1
1211,C,Road,5,5,128,5,low,M,34,1008,1
1213,D,Road,2,4,187,3,low,M,50,3878,1
1214,F,Road,4,3,256,3,low,F,15,3155,1
1215,A,Road,3,3,270,4,low,F,18,2397,1
1216,B,Road,4,2,202,2,low,F,45,3008,1
1217,C,Road,3,5,256,3,low,F,62,2971,1
1218,F,Road,4,3,135,2,medium,F,37,1597,1
1220,F,Road,5,5,169,4,medium,F,23,1922,1
1221,A,Road,3,2,178,4,medium,F,48,1079,1
1222,B,Road,4,5,265,3,medium,F,41,3101,1
1223,C,Road,4,3,217,2,medium,M,22,2138,1
1227,A,Road,3,3,150,2,medium,F,61,1053,1
1228,B,Road,3,4,200,3,medium,F,49,2942,1
1230,F,Flight,3,2,119,2,low,M,32,1791,1
1232,F,Flight,4,2,272,2,low,M,57,2377,1
1235,C,Flight,2,3,280,4,low,M,17,3555,1
1236,F,Flight,3,2,169,2,medium,F,19,1922,1
1237,D,Flight,3,1,231,6,medium,F,64,3627,1
1239,A,Flight,3,5,183,3,medium,F,44,3158,1
1240,B,Flight,4,5,157,3,medium,M,28,1557,1
1241,C,Flight,4,5,210,4,medium,F,28,3905,1
1242,F,Flight,4,5,227,4,low,F,20,2217,1
1243,D,Flight,4,1,250,2,medium,M,45,3021,1
1244,F,Flight,6,3,171,5,high,M,61,1947,1
1245,A,Flight,4,2,136,2,medium,F,17,1285,1
1246,B,Flight,4,3,258,3,medium,M,58,2579,1
1247,C,Flight,6,2,271,5,low,M,14,2514,1
1248,F,Flight,4,4,197,3,low,F,29,2915,1
1249,D,Flight,5,2,217,3,low,M,27,2999,1
1251,A,Ship,4,4,192,4,medium,F,46,3599,1
1253,C,Ship,5,5,226,3,medium,F,65,3840,1
1254,F,Ship,5,3,197,2,low,F,48,2481,1
1256,F,Ship,4,5,196,3,medium,M,16,3722,1
1257,A,Ship,2,2,180,3,low,M,33,1217,1
1258,B,Ship,3,5,219,3,low,F,54,3145,1
1259,C,Ship,4,4,266,2,low,F,15,3425,1
